,tokens,ner_tags,langs,spans
695,"[""'"", ""''"", 'Кече', 'Турша', ""''"", ""'"", '(', ',', ')', '—', 'Мари', 'Илнең', 'Медведево', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Мари Илнең', 'LOC: Медведево районында']"
696,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
697,"['|align=', ""''"", 'center', ""''"", 'Джордж', 'Вашингтон']","[0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Джордж Вашингтон']
698,"['ЮНӘЛТҮ', 'Эммили', 'де', 'Форест']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Эммили де Форест']
699,"['Җиңүне', 'гамәлдәге', 'президент', 'Барак', 'Обама', 'яулый', '.']","[0, 0, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Барак Обама']
700,"['Mäskäwneñ', 'buysındıruı', '(', '1382', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Mäskäwneñ buysındıruı ( 1382 )']
701,"[""'"", ""''"", 'Түбән', 'Новгород', ""''"", ""'""]","[0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Түбән Новгород']
702,"['Elizaveta', 'kirmäne', '(', 'Hawai', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Elizaveta kirmäne ( Hawai )']
703,"['Удмуртиянең', 'Селты', 'районы', ',', 'биләмәләрендә', 'ага', '.']","[5, 5, 6, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Удмуртиянең', 'LOC: Селты районы']"
704,"['«Рубин»', 'футбол', 'клубы']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: «Рубин» футбол клубы']
705,"[""'"", ""''"", 'Ядринкасы', ""''"", ""'"", '(', ',', ')', '—', 'Чуашстанның', 'Чабаксар', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Чуашстанның', 'LOC: Чабаксар районында']"
706,"['Аның', 'массасы', 'Кояшныкы', 'якынча', '20–25', 'массасына', 'тиң', '.']","[0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Кояшныкы']
707,"['Административ', 'үзәге', '–', 'Можга', 'шәһәре', '(', 'район', 'составына', 'керми', ')', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Можга']
708,"['Коми', 'Республикасы', ',', 'Архангельск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Коми Республикасы', 'LOC: Архангельск өлкәсе']"
709,"[""'"", ""''"", 'Питяково', ""''"", ""'"", '—', 'Башкортстанның', 'Бөре', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Бөре районында']"
710,"['1', '(', 'мәгънәләр', ')']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: 1 ( мәгънәләр )']
711,"['Älegä', 'Luis', 'Suares', 'bu', 'kürsätkeçtän', 'östen', 'çığa', 'almağan', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Luis Suares']
712,"[""''Карт"", ""''"", '—', '«Хуҗа', 'Насретдин»', 'Нәкый', 'Исәнбәт']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Нәкый Исәнбәт']
713,"['ЮНӘЛТҮ', 'Бөтенрусия', 'Үзәк', 'Башкарма', 'Комитеты']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Бөтенрусия Үзәк Башкарма Комитеты']
714,"['Максим', 'Горькийның', 'мемориаль', 'коллекциясе', '(', ""''Е.П"", '.']","[1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Максим Горькийның']
715,"['Үзбәк', 'ханның', 'өченче', 'улы', '.']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Үзбәк ханның']
716,"['ЮНӘЛТҮ', 'Ак', 'Барс', '(', 'хоккей', 'клубы', ',', 'Казан', ')']","[0, 3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Ак Барс ( хоккей клубы , Казан )']"
717,"[""'"", ""''"", 'Сенная', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
718,"['ЮНӘЛТҮ', 'Şanxay', 'fond', 'birjası']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Şanxay fond birjası']
719,"[""'"", ""''"", 'Кисть', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
720,"['Babur', 'şähärdä', 'berniçä', 'nığıtmalarnı', 'salğan', '.']","[1, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Babur']
721,"['Святослав', 'Всеволод', 'улы', '(', 'Киев', 'кенәзе', ')']","[1, 2, 2, 2, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Святослав Всеволод улы ( Киев кенәзе )']
722,"['ЮНӘЛТҮ', 'Гүнтер', 'фон', 'Клюге']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Гүнтер фон Клюге']
723,"['ЮНӘЛТҮ', 'Саин', 'Булат', 'хан']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Саин Булат хан']
724,"['Толстой', '(', 'кратер', ')']","[5, 6, 6, 6]","['tt', 'tt', 'tt', 'tt']",['LOC: Толстой ( кратер )']
725,"['Себер', 'татар', 'теле']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: Себер татар теле']
726,"[""'"", ""''"", 'Пупырн-Сос', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
727,"['ЮНӘЛТҮ', '«Рубин»', 'футбол', 'клубы']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: «Рубин» футбол клубы']
728,"['Ләйлек', '-', '«Минем', 'исемем', 'Кызыл»', 'Орхан', 'Памук']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Орхан Памук']
729,"['bgcolor=', ""''"", '66FF99', ""''"", 'Муниципаль', 'берәмлек']","[0, 0, 0, 0, 3, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Муниципаль берәмлек']
730,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
731,"['ЮНӘЛТҮ', 'Хәлеб', 'Бөек', 'мәчете']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Хәлеб Бөек мәчете']
732,"['Томск', 'өлкәсе', ',', 'Новосибирск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Томск өлкәсе', 'LOC: Новосибирск өлкәсе']"
733,"['ЮНӘЛТҮ', '24-нче', 'армия', '(', 'ССРБ', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 24-нче армия ( ССРБ )']
734,"['«Өйләнү»', '(', ""''Женитьба"", ""''"", ')', 'Н.', 'В.', 'Гоголь']","[0, 0, 0, 0, 0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Н. В. Гоголь']
735,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
736,"['Правда', 'гәҗите', 'мөхәрририятенә', 'кергән', '.']","[3, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Правда']
737,"['Горький', 'тимер', 'юлының', ""''Үрән"", ""''"", 'станциясе', '.']","[3, 4, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Горький тимер юлының']
738,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
739,"['Нигез', 'салучысы', 'буларак', 'Имам', 'Шәфигый', 'санала', '.']","[0, 0, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Имам Шәфигый']
740,"['ЮНӘЛТҮ', 'Franklin', 'Delano', 'Ruzvelt']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Franklin Delano Ruzvelt']
741,"['ЮНӘЛТҮ', 'Эшче-крестьян', 'Кызыл', 'Гаскәре']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Эшче-крестьян Кызыл Гаскәре']
742,"[""''Шиһабетдинов"", ""''"", '—', '«Мятеж»', 'Дмитрий', 'Фурманов', ',', 'С.', 'Поливанов']","[0, 0, 0, 0, 1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Дмитрий Фурманов']
743,"['Ленинград', 'хәрби', 'округының', ""''"", '(', 'ком', '.']","[3, 4, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Ленинград хәрби округының']
744,"['Алтай', 'крае', ',', 'Алтай', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Алтай крае', 'LOC: Алтай Республикасы']"
745,"[""'"", ""''"", 'Солоновка', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
746,"[""'"", ""''"", 'Хапаян-Я', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
747,"['ЮНӘЛТҮ', 'Башкортстан', '(', 'гәҗит', ')']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Башкортстан ( гәҗит )']
748,"['Авыл', 'янында', 'М7', '«Идел»', 'автоюлы', 'бара', '.']","[0, 0, 3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: М7 «Идел»']
749,"[""'"", ""''"", 'Пюкын-Лек-Еган', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
750,"[""'"", ""''"", 'Воиухот-Юган', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
751,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
752,"['ЮНӘЛТҮ', 'Palladiy', '(', 'Kafarov', ')']","[0, 1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Palladiy ( Kafarov )']
753,"['Артек', 'пионер', 'лагерендә', 'була', '.']","[3, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Артек']
754,"['Урта', 'Кабан', 'күле', 'буенда', 'урнашкан', '.']","[5, 6, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урта Кабан күле']
755,"['Коми', 'Республикасы', ',', 'Архангельск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Коми Республикасы', 'LOC: Архангельск өлкәсе']"
756,"[""'"", ""''"", 'Доровица', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
757,"['ЮНӘЛТҮ', 'Көнбатыш', 'фронт', '(', 'Бөек', 'Ватан', 'сугышы', ')']","[0, 3, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Көнбатыш фронт ( Бөек Ватан сугышы )']
758,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
759,"['Төньяк', 'Осетия', 'биләмәләрендә', 'ага', '.']","[3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Төньяк Осетия']
760,"[""''Ильяс"", ""''"", '«Гүзәлем', 'Әсәл»', 'Ч.', 'Айтматов', '.']","[0, 0, 0, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Ч. Айтматов']
761,"['Уфа', 'дәүләт', 'авиация', 'техник', 'университеты']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Уфа дәүләт авиация техник университеты']
762,"[""'"", ""''"", 'Ету-Яха', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
763,"['Иоһанн', 'Себастьян', 'Бах']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Иоһанн Себастьян Бах']
764,"['Алтай', 'крае', ',', 'Алтай', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Алтай крае', 'LOC: Алтай Республикасы']"
765,"['Нефтехимик', '(', 'футбол', 'клубы', ',', 'Түбән', 'Кама', ')']","[3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Нефтехимик ( футбол клубы , Түбән Кама )']"
766,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
767,"['«', ""''"", 'Фортепиано', ""''"", '»', 'белгечлеге', 'буенча', 'Казан', 'дәүләт', 'консерваториясен', '(', ""''профессор"", ""''"", 'Э.А', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Казан дәүләт консерваториясен']
768,"['ЮНӘЛТҮ', 'Төрки', 'халыклар', 'мәдәнияте', 'халыкара', 'оешмасы']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Төрки халыклар мәдәнияте халыкара оешмасы']
769,"['Сарытау', 'өлкәсе', ',', 'Волгоград', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Сарытау өлкәсе', 'LOC: Волгоград өлкәсе']"
770,"[""''Котлыәхмәт"", ""''"", '«Кыз', 'урлау»', 'Б.', 'Бикбай', '.']","[0, 0, 0, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Б. Бикбай']
771,"['Роберт', 'Стивенсон', '(', '1850–1894', ')', '–', 'язучы', 'һәм', 'шагыйрь', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Роберт Стивенсон']
772,"['|', '16-нче', 'армия', ',', '12-нче', 'армия']","[0, 3, 4, 0, 3, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: 16-нче армия', 'ORG: 12-нче армия']"
773,"['Төньяк', 'Осетиядә', '–', '38', 'мең', '.']","[3, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Төньяк Осетиядә']
774,"['Василий', 'Кузнецов', '(', '1946—1950', ')']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Василий Кузнецов']
775,"['Шулай', 'ук', 'ул', 'Иоганн', 'Гете', 'хезмәтләрен', 'тәрҗемә', 'итү', 'эше', 'белән', 'шөгыльләнә', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Иоганн Гете']
776,"['ЮНӘЛТҮ', 'Xaci', 'I', 'Gäräy']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Xaci I Gäräy']
777,"['Клас', 'Понтус', 'Арнольдсон']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Клас Понтус Арнольдсон']
778,"[""'"", ""''"", 'Дурасово', ""''"", ""'"", '—', 'Башкортстанның', 'Чишмә', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Чишмә районында']"
779,"['Гарәп', 'теленнән', 'кергән', '«Абдразак»', '/', '«Габдерәззак»', '(', ""''«Ризыкландыручының"", 'колы»', ""''"", ')', 'исеменнән', 'ясалган', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Гарәп теленнән']
780,"['Лунино', 'районы', ',', 'Бессоновка', 'районы']","[5, 6, 0, 5, 6]","['tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Лунино районы', 'LOC: Бессоновка районы']"
781,"['«Щелкунчик»', 'П.', 'И.', 'Чайковский', '.']","[0, 1, 2, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: П. И. Чайковский']
782,"['Әле', 'аның', 'Дутов', 'төрмәдән', 'азат', 'иткән', 'мөхәррияте', 'Чиләбегә', 'китеп', ',', 'басманы', 'анда', 'чыгаруны', 'дәвам', 'итә', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Чиләбегә']
783,"['Башта', 'СМУ-71дә', 'эшли', ',', 'аннан', 'КамАЗ', 'пресс-рам', 'заводына', 'урнаша', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: КамАЗ']
784,"['ЮНӘЛТҮ', 'Франциск', '(', 'папа', ')']","[0, 1, 2, 2, 2]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Франциск ( папа )']
785,"[""'"", ""''"", 'Катенино', ""''"", ""'"", '(', ')', '—', 'Чиләбе', 'өлкәсенең', 'Карталы', 'районы', 'составына', 'керүче', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Чиләбе өлкәсенең', 'LOC: Карталы районы']"
786,"[""'"", ""''"", 'Поллуб', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
